"urate_levels"	"chronic_lymphocytic_leukemia"	"inflammatory_bowel_disease"	"red_blood_cell_traits"	"lipid_metabolism_phenotypes"	"platelet_counts"	"pr_interval"	"mean_corpuscular_hemoglobin"	"bone_mineral_density_hip"	"economic_and_political_preferences"	"primary_tooth_development_time_to_first_tooth_eruption"	"obesity.related_traits"	"f.cell_distribution"	"systemic_lupus_erythematosus"	"systolic_blood_pressure"	"triglycerides"	"metabolite_levels"	"mean_corpuscular_volume"	"liver_enzyme_levels_gamma.glutamyl_transferase"	"colorectal_cancer"	"crohns_disease"	"end.stage_coagulation"	"type_1_diabetes"	"self.reported_allergy"	"rheumatoid_arthritis"	"multiple_sclerosis"	"type_1_diabetes_autoantibodies"	"ulcerative_colitis"	"chronic_kidney_disease"	"hematology_traits"	"cholesterol__total"	"cholesterol._total"	"ldl_cholesterol"	"lipoprotein.associated_phospholipase_a2_activity_and_mass"	"telomere_length"	"coronary_heart_disease"	"adiponectin_levels"	"bone_mineral_density"	"lung_cancer"	"fasting_glucose.related_traits_interaction_with_bmi"	"migraine_without_aura"	"migraine_with_aura"	"prostate_cancer"	"ventricular_conduction"	"qrs_duration"	"glycated_hemoglobin_levels"	"hiv.1_control"	"bilirubin_levels"	"behavioural_disinhibition_generation_interaction"	"atopic_dermatitis"	"breast_cancer"	"primary_biliary_cirrhosis"	"bladder_cancer"	"celiac_disease"	"height"	"psoriasis"	"myopia_pathological"	"economic_and_political_preferences_environmentalism"	"tuberculosis"	"response_to_statin_therapy"	"attention_deficit_hyperactivity_disorder_inattention_symptoms"	"visceral_fat"	"response_to_tocilizumab_in_rheumatoid_arthritis"	"information_processing_speed"	"periodontitis_mean_pal"	"hip_geometry"	"disc_degeneration_lumbar"	"bipolar_disorder_mood.incongruent"	"response_to_antidepressant_treatment"	"response_to_antipsychotic_treatment"	"neutrophil_count"	"response_to_amphetamines"	"capecitabine_sensitivity"	"hematological_and_biochemical_traits"	"major_depressive_disorder"	"brain_structure"	"cardiac_hypertrophy"	"bulimia_nervosa"	"asthma_childhood_onset"	"metabolic_syndrome"	"axial_length"	"orofacial_clefts"	"response_to_citalopram_treatment"	"non.alcoholic_fatty_liver_disease_histology_other"	"thiazide.induced_adverse_metabolic_effects_in_hypertensive_patients"	"diastolic_blood_pressure"	"metabolite_levels_dihydroxy_docosatrienoic_acid"	"prostate_cancer_gene_x_gene_interaction"	"metabolite_levels_mhpg"	"pulmonary_function_decline"	"immune_response_to_smallpox_vaccine_il.6"	"corneal_astigmatism"	"fasting_glucose.related_traits"	"airflow_obstruction"	"pulmonary_function_interaction"	"kawasaki_disease"	"metabolite_levels_pyroglutamine"	"qt_interval_interaction"	"body_mass_index"	"endometriosis"	"personality_dimensions"	"coronary_artery_calcification"	"fibrinogen"	"systemic_lupus_erythematosus_and_systemic_sclerosis"	"bipolar_disorder"	"autism_spectrum_disorder._attention_deficit.hyperactivity_disorder._bipolar_disorder._major_depressive_disorder._and_schizophrenia_combined"	"hdl_cholesterol"	"estradiol_plasma_levels_breast_cancer"	"sex_hormone.binding_globulin_levels"	"pulmonary_function"	"pubertal_anthropometrics"	"rr_interval_heart_rate"	"iron_status_biomarkers"	"systemic_sclerosis"	"breast_size"	"parkinsons_disease"	"multiple_myeloma_igh_translocation"	"cardiovascular_disease_risk_factors"	"fasting_insulin.related_traits_interaction_with_bmi"	"bone_mineral_density_spine"	"heart_failure"	"common_traits_other"	"mean_platelet_volume"	"biochemical_measures"	"preeclampsia"	"phospholipid_levels_plasma"	"schizophrenia"	"obesity"	"immune_reponse_to_smallpox_secreted_il.2"	"waist.hip_ratio"	"periodontitis_pal4q3"	"alzheimers_disease"	"attention_deficit_hyperactivity_disorder"	"attention_deficit_hyperactivity_disorder_combined_symptoms"	"ankylosing_spondylitis"	"immune_reponse_to_smallpox_secreted_ifn.alpha"	"alcohol_consumption"	"primary_tooth_development_number_of_teeth"	"attention_deficit_hyperactivity_disorder_and_conduct_disorder"	"temperament"	"homocysteine_levels"	"heart_rate"	"response_to_antipsychotic_therapy_extrapyramidal_side_effects"	"migraine_._clinic.based"	"periodontitis_cdc.aap"	"chronic_obstructive_pulmonary_disease"	"hippocampal_atrophy"	"calcium_levels"	"metabolite_levels__x.11787"	"dialysis.related_mortality"	"anorexia_nervosa"	"serum_dimethylarginine_levels_symmetric"	"chronic_obstructive_pulmonary_disease.related_biomarkers"	"qt_interval"	"autism_spectrum_disorder__attention_deficit.hyperactivity_disorder__bipolar_disorder__major_depressive_disorder__and_schizophrenia_combined"	"metabolic_traits"	"age.related_macular_degeneration"	"menopause_age_at_onset"	"response_to_angiotensin_ii_receptor_blocker_therapy"	"venous_thromboembolism"	"panic_disorder"	"alzheimers_disease_late_onset"	"visceral_adipose_tissue_adjusted_for_bmi"	"obesity_early_onset_extreme"	"protein_quantitative_trait_loci"	"corneal_structure"	"interstitial_lung_disease"	"alcohol_dependence"	"acute_lymphoblastic_leukemia_childhood"	"quantitative_traits"	"cognitive_performance"	"bipolar_disorder_and_schizophrenia"	"response_to_taxane_treatment_docetaxel"	"hiv.1_susceptibility"	"total_ventricular_volume"	"dental_caries"	"visceral_adipose_tissue.subcutaneous_adipose_tissue_ratio"	"methotrexate_phramacokinetics_acute_lymphoblastic_leukemia"	"sudden_cardiac_arrest"	"amyotrophic_lateral_sclerosis"	"bronchopulmonary_dysplasia"	"pancreatic_cancer"	"thyroid_hormone_levels"	"hypertension"	"non.small_cell_lung_cancer"	"serum_dimethylarginine_levels_asymmetric.symetric_ratio"	"graves_disease"	"blood_pressure"	"waist_circumference"	"smoking_behavior"	"dna_methylation_variation"	"inflammatory_biomarkers"	"cardiac_troponin.t_levels"	"hemostatic_factors_and_hematological_phenotypes"	"testicular_germ_cell_tumor"	"longevity"	"type_2_diabetes"	"subcutaneous_adipose_tissue"	"attention_deficit_hyperactivity_disorder_hyperactivity.impulsivity_symptoms"	"diabetic_retinopathy"	"c.reactive_protein"	"select_biomarker_traits"	"erectile_dysfunction_and_prostate_cancer_treatment"	"migraine"	"white_blood_cell_types"	"weight"	"intelligence"	"melanoma"	"refractive_error"	"obesity_extreme"	"metabolite_levels_hva.mhpg_ratio"	"serum_dimethylarginine_levels_asymmetric"	"asthma"	"menarche_age_at_onset"	"igg_glycosylation"	"electrocardiographic_traits"	"alzheimers_disease_cognitive_decline"	"uric_acid_levels"	"white_blood_cell_count"	"hypothyroidism"	"vitiligo"	"atrial_fibrillation"	"alzheimers_disease_biomarkers"	"antineutrophil_cytoplasmic_antibody.associated_vasculitis"
"POLR2A"	2.19751451440436	9.35794514140297	2.82399816951263	3.43398954947258	4.96530655179767	3.14352479318678	0.459119615408942	1.04164264340322	0.323704185900178	0	0.225374841107345	-0.150942515803659	0	0.996838439058122	0.65768510313822	1.68453787348786	1.01585985194931	1.09497183818233	0.0666146997994546	0.510006912950756	0.00917402418195293	0	0	0	0.357422981729128	0.558511462269953	0	0.487421415004297	0.221942777499306	0.193657100378752	0.470974969491536	0.470974969491536	0.674300033193559	0.35217823914735	0.159952251974642	0.0505984124158928	0	0	0	0	0	0	0	0	0	0	0	0	0.0335634849027827	0	0	0	0	0.0806289943750867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017811427484377	0
"MAX"	2.28954249482342	0	2.01312615420583	1.48732784763208	0	0.200215078755109	0.894709307176951	0.607790680514278	0.12652410991274	0.368642497459531	0.233267919699311	0.158946686419033	0	0.51021499745272	0	0	0	0.270124509299309	0	0	1.36741698965755	0	0	0.294742754830382	0	0.218187870996106	0.0852414422457409	0.151526483338429	0.248280745619654	0	0	0	0.0727441080508019	0	0	0.0505984124158928	0.108545498429393	0.0195601787668071	0.0130148350852224	0	0	0.24396425382579	0.0117737289129419	0	0	0	0.178209992527181	0	0	0	0	0	0	0	-0.0292272645689807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MYC"	3.12414341760233	0	1.401768072852	0.908901669775301	0	0.16414627439952	0.459119615408942	0.570786397760938	0.436426821466214	0.368642497459531	0.206939762890892	0.266535910562135	0	0	0.000697741613648875	0	0.219574533039748	0.0792545427920042	0	0.0708251673637522	0	0	0	0.0330168992320941	0	0.26438165282454	0	0	0	0	0	0	0	0.179886672635002	0	0.0466784819226844	0.325086157853558	0	0.206470103735301	0	0.0293084277416627	0.226535578658237	0	0	0.0586451561088005	0	0	0	0.0652335724153075	0	0	0	0	0.0806289943750867	0	0	0.00161921211173158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MAZ"	2.64181271978843	0	2.76899672779398	1.01356430166146	0	0.208622192222023	0.370492356973868	0.531106132462669	0.73136390010364	0.304230560609401	0.375249900960041	0.113482467703151	0	0.204539350582679	0.191515952001055	0	0	0.0220583047170866	0	0.00329015983673904	0.00917402418195293	0	0	0	0	0	0	0	0.0184202956662752	0	0	0	0	0.083174747948986	0.107096698814142	0.0454378692971502	0.325086157853558	0.17209387946321	0.143708945934941	0	0	0.0859038307077111	0	0.0128458041868746	0.15077869868884	0	0	0	0.138835882327787	0	0	0	0	0	0.0292272645689807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HDAC2"	4.74007476706093	0	0	0.535162696586643	0	0.197547632934453	0.0284244456122772	0.678852662982175	0.396681939410613	0.363228740711992	0.437248009553835	0.150942515803659	0	0	0	0	0	0.160476741676397	0	0.362170804757352	0	0	0	0	0	0	0.0325526870615929	0	0.248280745619654	0	0	0	0	0.173174474542887	0.155620430210245	0.153330659258754	0.114762669499011	0	0	0	0.0293084277416627	0.220796372452155	0	0.178600727087767	0.267725597258233	0	0	0.023984907148736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RXRA"	3.12414341760233	0	0	0	0	0	0	0	0	0.368642497459531	0.486197862429055	0	0	0.056631830339384	0	0	0	0	1.38027575967139	0.880507954722187	0	0	0	0	0	0	0.0852414422457409	0	0.221942777499306	0	0	0	0.0727441080508019	0.179886672635002	0	0.149612533609476	0	0	0	0.280201496044412	0.0380185501394274	0	0	0	0	0	0	0.023984907148736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034494835680232
"EP300"	2.50925899048003	1.16077557151126	0.449608147955645	0.363216919183927	0	0.579385601397089	0.0160610127970976	0.509103078290274	0.371002320139971	0.363589349483993	0.142985923906077	0.150942515803659	0	0	0.490124492963379	0	0	0	0	0.488169313619806	0.0696220486712094	0	0	0.207577116148811	0	0	0.0325526870615929	0.0438833649218872	0.0777371771091987	0	0	0	0	0.179886672635002	0	0.149612533609476	0	0.0901130026451334	0	0	0	0.210031497711865	0.0117737289129419	0.178600727087767	0.267725597258233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014481236284988	0	0	0.034494835680232
"JUND"	2.81994028175296	0.777026589875246	0	0.991503598554926	0	0.200215078755109	0.114705486497175	0.361395129349142	0.12652410991274	0.368642497459531	0.486197862429055	0.150942515803659	0	0	0.65768510313822	0	0	0	0	0.832311157268909	0	0	0	0	0	0	0.0852414422457409	0.151526483338429	0.248280745619654	0.380474967992546	0	0	0.0727441080508019	0.179886672635002	0	0.0052555316762123	0.227462937766391	0	0.0130148350852224	0	0.0293084277416627	0	0.0117737289129419	0	0.0871437919701708	0	0	0	0.138835882327787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017811427484377	0.034494835680232
"GABPA"	3.12414341760233	0	0	1.01356430166146	0	0	0.0284244456122772	0.678852662982175	0.396681939410613	0	0	0.102223720555116	0	0	0.42777694866131	0	0	0	0	0.0942080251853241	0	0	0	0	0	0.0640759943165567	0	0	0	0	0	0	0	0	0.155620430210245	0.0660966563359179	0.114762669499011	0.00257747486634126	0.206470103735301	0	0.0293084277416627	0.220796372452155	0	0	0	0	0	0.023984907148736	0.0335634849027827	0.156929450182617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FOSL2"	3.33119980998135	0.424197290001346	0	0.0569296892718431	0.0814360111985837	0	0	0.247836280569533	0.355300522143466	0.332402562275964	0.41722290840098	-0.0792129529445941	0	0	0	0	0	0	0.0666146997994546	0.278069254323108	0	0	0	0	0	0	0	0	0.248280745619654	0	0	0	0	0	0	0.149612533609476	0.227462937766391	0	0	0	0.0906791344277066	0.356161429904221	0	0	0	0	0	0	0	0	0	0	0	0	-0.0292272645689807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247641792333528
