"acute_lymphoblastic_leukemia_childhood"	"adiponectin_levels"	"age.related_macular_degeneration"	"airflow_obstruction"	"alcohol_consumption"	"alcohol_dependence"	"alzheimers_disease"	"alzheimers_disease_biomarkers"	"alzheimers_disease_cognitive_decline"	"alzheimers_disease_late_onset"	"amyotrophic_lateral_sclerosis"	"ankylosing_spondylitis"	"anorexia_nervosa"	"antineutrophil_cytoplasmic_antibody.associated_vasculitis"	"asthma"	"asthma_childhood_onset"	"atopic_dermatitis"	"atrial_fibrillation"	"attention_deficit_hyperactivity_disorder_and_conduct_disorder"	"attention_deficit_hyperactivity_disorder"	"attention_deficit_hyperactivity_disorder_combined_symptoms"	"attention_deficit_hyperactivity_disorder_hyperactivity.impulsivity_symptoms"	"attention_deficit_hyperactivity_disorder_inattention_symptoms"	"autism_spectrum_disorder__attention_deficit.hyperactivity_disorder__bipolar_disorder__major_depressive_disorder__and_schizophrenia_combined"	"axial_length"	"behavioural_disinhibition_generation_interaction"	"bilirubin_levels"	"biochemical_measures"	"bipolar_disorder_and_schizophrenia"	"bipolar_disorder"	"bipolar_disorder_mood.incongruent"	"bladder_cancer"	"blood_pressure"	"body_mass_index"	"bone_mineral_density"	"bone_mineral_density_hip"	"bone_mineral_density_spine"	"brain_structure"	"breast_cancer"	"breast_size"	"bronchopulmonary_dysplasia"	"bulimia_nervosa"	"calcium_levels"	"capecitabine_sensitivity"	"cardiac_hypertrophy"	"cardiac_troponin.t_levels"	"cardiovascular_disease_risk_factors"	"celiac_disease"	"cholesterol__total"	"chronic_kidney_disease"	"chronic_lymphocytic_leukemia"	"chronic_obstructive_pulmonary_disease"	"chronic_obstructive_pulmonary_disease.related_biomarkers"	"cognitive_performance"	"colorectal_cancer"	"common_traits_other"	"corneal_astigmatism"	"corneal_structure"	"coronary_artery_calcification"	"coronary_heart_disease"	"c.reactive_protein"	"crohns_disease"	"dental_caries"	"diabetic_retinopathy"	"dialysis.related_mortality"	"diastolic_blood_pressure"	"disc_degeneration_lumbar"	"dna_methylation_variation"	"economic_and_political_preferences"	"economic_and_political_preferences_environmentalism"	"electrocardiographic_traits"	"endometriosis"	"end.stage_coagulation"	"erectile_dysfunction_and_prostate_cancer_treatment"	"estradiol_plasma_levels_breast_cancer"	"fasting_glucose.related_traits"	"fasting_glucose.related_traits_interaction_with_bmi"	"fasting_insulin.related_traits_interaction_with_bmi"	"f.cell_distribution"	"fibrinogen"	"glycated_hemoglobin_levels"	"graves_disease"	"hdl_cholesterol"	"heart_failure"	"heart_rate"	"height"	"hematological_and_biochemical_traits"	"hematology_traits"	"hemostatic_factors_and_hematological_phenotypes"	"hip_geometry"	"hippocampal_atrophy"	"hiv.1_control"	"hiv.1_susceptibility"	"homocysteine_levels"	"hypertension"	"hypothyroidism"	"igg_glycosylation"	"immune_reponse_to_smallpox_secreted_ifn.alpha"	"immune_reponse_to_smallpox_secreted_il.2"	"immune_response_to_smallpox_vaccine_il.6"	"inflammatory_biomarkers"	"inflammatory_bowel_disease"	"information_processing_speed"	"intelligence"	"interstitial_lung_disease"	"iron_status_biomarkers"	"kawasaki_disease"	"ldl_cholesterol"	"lipid_metabolism_phenotypes"	"lipoprotein.associated_phospholipase_a2_activity_and_mass"	"liver_enzyme_levels_gamma.glutamyl_transferase"	"longevity"	"lung_cancer"	"major_depressive_disorder"	"mean_corpuscular_hemoglobin"	"mean_corpuscular_volume"	"mean_platelet_volume"	"melanoma"	"menarche_age_at_onset"	"menopause_age_at_onset"	"metabolic_syndrome"	"metabolic_traits"	"metabolite_levels"	"metabolite_levels_dihydroxy_docosatrienoic_acid"	"metabolite_levels_hva.mhpg_ratio"	"metabolite_levels_mhpg"	"metabolite_levels_pyroglutamine"	"metabolite_levels__x.11787"	"methotrexate_phramacokinetics_acute_lymphoblastic_leukemia"	"migraine"	"migraine_._clinic.based"	"migraine_with_aura"	"migraine_without_aura"	"multiple_myeloma_igh_translocation"	"multiple_sclerosis"	"myopia_pathological"	"neutrophil_count"	"non.alcoholic_fatty_liver_disease_histology_other"	"non.small_cell_lung_cancer"	"obesity"	"obesity_early_onset_extreme"	"obesity_extreme"	"obesity.related_traits"	"orofacial_clefts"	"pancreatic_cancer"	"panic_disorder"	"parkinsons_disease"	"periodontitis_cdc.aap"	"periodontitis_mean_pal"	"periodontitis_pal4q3"	"personality_dimensions"	"phospholipid_levels_plasma"	"platelet_counts"	"preeclampsia"	"primary_biliary_cirrhosis"	"primary_tooth_development_number_of_teeth"	"primary_tooth_development_time_to_first_tooth_eruption"	"pr_interval"	"prostate_cancer"	"prostate_cancer_gene_x_gene_interaction"	"protein_quantitative_trait_loci"	"psoriasis"	"pubertal_anthropometrics"	"pulmonary_function"	"pulmonary_function_decline"	"pulmonary_function_interaction"	"qrs_duration"	"qt_interval"	"qt_interval_interaction"	"quantitative_traits"	"red_blood_cell_traits"	"refractive_error"	"response_to_amphetamines"	"response_to_angiotensin_ii_receptor_blocker_therapy"	"response_to_antidepressant_treatment"	"response_to_antipsychotic_therapy_extrapyramidal_side_effects"	"response_to_antipsychotic_treatment"	"response_to_citalopram_treatment"	"response_to_statin_therapy"	"response_to_taxane_treatment_docetaxel"	"response_to_tocilizumab_in_rheumatoid_arthritis"	"rheumatoid_arthritis"	"rr_interval_heart_rate"	"schizophrenia"	"select_biomarker_traits"	"self.reported_allergy"	"serum_dimethylarginine_levels_asymmetric"	"serum_dimethylarginine_levels_asymmetric.symetric_ratio"	"serum_dimethylarginine_levels_symmetric"	"sex_hormone.binding_globulin_levels"	"smoking_behavior"	"subcutaneous_adipose_tissue"	"sudden_cardiac_arrest"	"systemic_lupus_erythematosus_and_systemic_sclerosis"	"systemic_lupus_erythematosus"	"systemic_sclerosis"	"systolic_blood_pressure"	"telomere_length"	"temperament"	"testicular_germ_cell_tumor"	"thiazide.induced_adverse_metabolic_effects_in_hypertensive_patients"	"thyroid_hormone_levels"	"total_ventricular_volume"	"triglycerides"	"tuberculosis"	"type_1_diabetes_autoantibodies"	"type_1_diabetes"	"type_2_diabetes"	"ulcerative_colitis"	"urate_levels"	"uric_acid_levels"	"venous_thromboembolism"	"visceral_adipose_tissue_adjusted_for_bmi"	"visceral_adipose_tissue.subcutaneous_adipose_tissue_ratio"	"visceral_fat"	"vitiligo"	"waist_circumference"	"waist.hip_ratio"	"weight"	"white_blood_cell_count"	"white_blood_cell_types"
"wgEncodeAffyRnaChipFiltTransfragsGm12878CellTotal"	-1	1	-1	-1	-1	-1	1	0.510976580488841	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-0.995818708512928	-1	-1	1	-1	-1	1	1	1	-1	0.651029278449686	-1	1	-1	-1	-1	1	-1	1	1	0.733375812236025	-0.766961890711146	0.000857117969770738	1	-1	-0.934545046068729	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0.975420948663214	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	0.900356087350707	1	-1	-1	-1	-1	-1	1	0.743145714624364	-1	1	-0.963160414602581	-1	-1	-1	1	-1	1	-1	1	-1	-1	0.535730505757973	-1	-1	-1	1	-1	-1	0.392719688044606	1	-1	1	1	0.0758231621099688	0.762162295241894	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0.120406477211257	-1	1	1	-1	-1	-1	-1	0.990466523753016	1	-1	-1	1	1	-1	-1	1	1	1	1	1	-1	-1	-1	-0.988319706118161	-1	1	0.60250746642092	-1	-1	1	1	-1	-1	1	1	0.391119868478883	-1	-0.957442866915163	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	0.282162272225907	-1	1	0.587748999149473	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsGm12878CytosolLongnonpolya"	1	0.722193891477297	-1	-1	-1	-1	1	0.734831177450189	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	0.00321889789202753	-1	-1	-1	-1	1	-1	1	-1	1	1	-0.791119763359316	-1	-1	1	1	0.875166811765161	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	0.751350951600953	-1	-1	-1	1	1	1	1	-1	1	-1	-1	1	0.980943583258303	1	-1	-1	-1	-1	-1	-1	-0.784477499243195	-1	-1	1	1	-1	1	-1	1	1	-1	1	1	0.668442007500471	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	0.538406583171209	1	-1	-1	1	1	-1	-1	-1	-1	0.65606466636406	1	1	-1	0.699218809414129	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	0.425619429172922	1	-1	1	-1	1	-1	-1	-1	1	1	0.679865090979265	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0.770145851394964	-1	1	-1	-1	-1	-1	1	-1	0.60069197501092	1	1	1	0.570119687580343	1	1	1	1	-1	1	-1	1	1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsGm12878CytosolLongpolya"	-1	0.359861184420656	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	2.7543945408549e-05	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	0.846183408584774	-1	-1	1	-1	-1	1	-1	-1	-0.95037593865373	-1	-1	-0.275942244039601	0.34443954927361	1	-1	1	-1	0.155061749609392	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	0.619510247146885	1	-1	-1	1	-1	-1	-1	0.14633845023973	-1	-1	-1	0.387592592009919	1	-1	-1	1	0.938673942952646	0.311505624965512	1	1	-1	1	-1	1	-1	1	0.818875366758757	-1	-1	1	1	1	-1	-1	-1	1	-1	-0.928539200726908	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	0.276492821767927	1	0.619960451511431	1	1	1	1	-1	-1	0.616517098729582	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1
"wgEncodeAffyRnaChipFiltTransfragsGm12878NucleolusTotal"	-1	0.409091758334817	1	-1	-1	-1	-1	0.389602617377741	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-0.79587928609073	1	-1	-1	1	0.723996766416877	-1	-1	-1	1	-1	1	-1	1	1	1	-1	0.0514651596571705	1	-1	-0.933991996863495	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	0.770314405891407	-1	1	0.832170528574144	1	-1	-1	1	-1	-1	-1	-1	1	-1	-0.813324943681725	-1	1	1	-1	1	-1	1	1	-1	1	0.339992302000845	-1	-1	1	1	-1	-1	0.519326823043384	1	-1	-1	-1	0.726511560080122	1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	0.334210306979666	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	0.649410077978661	0.0300212622168544	1	-1	-1	-0.82679434555723	-1	1	-1	-1	0.801869945838653	-1	-0.801578012088113	-1	-1	1	-1	1	-1	1	1	-0.571725594599205	1	1	-1	-1	1	1	-1	1	0.600817804467425	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	0.425362317293975	1	0.281048026551833	0.688888646949057	-1	1	-1	-1	-1	1	-1	1	1	-1	0.981393708087522	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsGm12878NucleusLongnonpolya"	-1	0.902871943000482	1	-1	-1	-1	-1	0.195464193628774	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	0.655180864473705	1	0.00105347448643803	1	-1	-0.933991996863495	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-0.954701415111285	1	-0.905209500622753	1	-1	-1	1	-1	1	-1	-1	-1	-0.929399485446059	1	1	-1	1	-1	1	0.144737881296062	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	0.439484898065019	1	1	1	1	-1	-1	0.316713815375489	1	-1	1	-1	1	0.83613367483249	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	0.0236819531143022	-1	-1	1	1	-1	-1	-1	0.636202007118689	-1	-1	1	-1	-1	-1	-1	-1	1	0.0794156657916597	1	1	-1	-0.696642187626128	-1	1	-1	1	0.111824018845552	-1	-1	1	-1	-1	-1	1	1	1	1	-0.317155966350535	-1	-1	-1	-1	1	-1	-1	-1	0.915725384263577	-1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	0.82128876232195	1	-1	1	1	-1	-1	0.254535203117908	1	1	1	1	-0.949741607043787	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsGm12878NucleusLongpolya"	-1	0.640829472587314	1	-1	-1	-1	-1	0.986138067646041	1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1	0.98713054066157	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	0.74510678433172	-1	8.8602194758324e-05	-1	-1	-0.933991996863495	1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-0.941211652095553	1	-1	-1	-1	0.670438777955605	-1	-1	1	-1	-1	0.234262778807011	-1	-1	1	1	-1	-0.70679932050423	0.545936407662036	1	-0.952953634162842	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	0.171915451513796	-1	-1	-1	1	1	1	-1	0.576292539483432	-1	-1	-1	1	1	-1	-1	1	0.707748455384471	0.402351396161128	-1	1	-1	-1	-1	1	-1	1	0.875497200837465	-1	1	1	1	-1	-1	-1	1	1	-1	-0.0872315612938427	1	1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	0.520027985046742	1	0.801470710490764	1	1	1	1	-1	-1	0.617955944464225	-1	1	1	1	1	-0.520551125685068	1	1	-1	1	1	1	-1	1	-1	-1	1
"wgEncodeAffyRnaChipFiltTransfragsK562CellTotal"	-1	-1	1	-1	-1	1	-1	0.816389028882655	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	0.83390392329837	-1	-1	-1	1	-1	-1	-1	-0.586502300967576	-1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	-0.951567874817222	1	-1	1	-1	0.463312279723989	-1	-1	-1	1	1	0.618334181422482	-1	1	-1	1	-1	-0.597841935894409	1	1	-1	1	-1	0.097772310498642	0.174133032105906	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	0.0894536150314857	-1	-1	-1	1	-1	-1	-1	-1	0.996339524588673	0.403166761687529	-1	1	1	0.540223034261028	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0.521877698513668	1	0.621502786449981	0.878094701389465	-1	1	-1	-1	-1	0.58507337229929	-1	1	-1	1	-1	0.97665167373418	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsK562ChromatinTotal"	-1	0.567886306225507	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	0.580725692180448	-1	-1	-1	1	-1	1	1	1	-1	1	-1	0.986847698069616	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	-0.930177107011908	1	-1	-1	-1	1	-1	-1	1	0.875976387908119	-1	0.0489731814802378	-1	1	0.0369669976772192	-1	0.9693153294763	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0.946809547746462	-1	-1	-1	-1	-1	0.322309879036373	1	1	-1	1	-1	-1	0.1545693063318	0.607186187696514	-1	1	1	0.00493554152287456	0.920669092870258	1	0.917544066767222	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	0.695465603540549	-1	-1	-1	-1	1	1	-1	0.553086922773184	-1	-1	-1	1	1	-1	-1	-1	0.257279895900882	0.29881713728778	1	-1	1	1	-1	-1	-1	1	0.00406856578144692	-1	1	-1	1	-1	-1	-1	1	0.317631331178476	-1	-0.756387531565295	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	0.281048026551833	1	-1	1	-1	1	-1	0.0178213253471994	-1	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1
"wgEncodeAffyRnaChipFiltTransfragsK562CytosolLongnonpolya"	-1	0.375639794727421	1	-1	-1	1	1	0.579893061456359	1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	0.972895134347614	-1	1	-1	1	0.981506237178656	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	0.862804075842477	-1	-1	-1	1	-1	-1	-1	-1	1	0.391907043332503	-1	0.439684427166317	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	0.81080100809247	1	-1	-1	-1	1	-1	-1	-0.88150425414199	1	-1	1	-1	1	0.269268644354735	-1	-1	-1	1	1	-1	0.884810955274607	-1	-1	-1	-1	0.172673611027468	0.49275354263453	1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	0.477321723895966	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	0.982276132706836	-1	1	-1	1	1	1	1	1	1	-1	1	-1	0.884385816895683	1	1	1	1	1	-1	-1	-1	0.298832276940093	-1	1	-1	1	-1	-0.668700775768517	-1	1	1	-1	-1	-1	1	1	-1	-1	-1
"wgEncodeAffyRnaChipFiltTransfragsK562CytosolLongpolya"	-1	0.581705448693773	1	-1	-1	1	-1	0.525968516738285	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	0.997501372056531	-1	-1	-1	1	-1	-1	-1	-0.995818708512928	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	0.891800767508419	-1	0.790681768999217	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	0.990571683090838	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	0.448464095301333	-1	-1	1	-1	1	0.198239338972266	-1	1	-1	-1	1	-1	0.404177766382118	1	-1	1	1	0.0283547115598773	0.781178287490814	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	0.0553791994340241	1	1	-1	0.395029051875874	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	0.864474787823126	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	0.281048026551833	0.970340941303272	1	1	-1	-1	-1	0.0724744804305561	-1	1	-1	1	1	0.651337099717409	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1
